,cell_name,total_mass,chr1_mass,cell_type
7683,arc_pair_277004,23.689664999999998,6.1055280000000005,Monocytes
7701,arc_pair_285447,45.048173000000006,13.273403,Monocytes
7707,arc_pair_596903,66.426083,19.277631,Monocytes
7716,arc_pair_254637,56.07427800000001,16.134302,Monocytes
7719,arc_pair_589526,75.542587,19.605319,T cells
7724,arc_pair_672184,29.16844,8.833602,CD8+ T cells
7725,arc_pair_564005,27.214762999999998,7.178549,Monocytes
7730,arc_pair_536276,23.052504000000003,7.372864,B cells
7735,arc_pair_204642,23.785173,6.017900999999999,Monocytes
7739,arc_pair_435016,39.075711,10.446828999999997,Monocytes
7752,arc_pair_189466,45.137125000000005,14.304888,Dendritic cells
7754,arc_pair_245708,54.154976,18.153135,T cells
7772,arc_pair_294128,39.298394,10.055883,Dendritic cells
7798,arc_pair_623261,460.30537000000004,157.01442,CD4+ T cells
7800,arc_pair_547525,37.954199,10.433859,Monocytes
7815,arc_pair_649581,24.071756,9.533897,CD4+ T cells
7825,arc_pair_642267,40.917654,11.756618,Progenitors
7827,arc_pair_159640,32.797625000000004,8.536427,NK cells
7828,arc_pair_728173,22.377144,6.4407049999999995,Monocytes
7831,arc_pair_696215,28.985015999999998,9.317893,NK cells
7839,arc_pair_387108,22.763954,7.050686,Monocytes
7850,arc_pair_677345,39.634099,10.255113999999999,NK cells
7851,arc_pair_525860,33.972798999999995,10.001111000000002,Monocytes
7853,arc_pair_720406,25.057867,10.010731999999999,T cells
7878,arc_pair_201895,32.675360999999995,12.953897000000001,CD4+ T cells
7880,arc_pair_282746,52.989499,25.040754,Monocytes
7884,arc_pair_643421,159.077088,58.240195,T cells
7888,arc_pair_525358,31.806407,7.247546,CD8+ T cells
7889,arc_pair_492136,98.290217,27.506377,NK cells
7900,arc_pair_457169,43.600338,11.214896,NK cells
7901,arc_pair_346513,71.412824,20.632366,T cells
7909,arc_pair_122565,45.517168000000005,14.463849,Monocytes
7916,arc_pair_726585,61.386056999999994,23.998177,Monocytes
7917,arc_pair_242632,69.649405,19.647346,CD4+ T cells
7933,arc_pair_442957,105.932824,31.976517,Monocytes
7939,arc_pair_609761,157.84893,63.160229,NK cells
7947,arc_pair_51762,30.493012999999998,8.255858,CD4+ T cells
7970,arc_pair_703798,25.529515000000004,8.521193,Dendritic cells
7972,arc_pair_562446,27.290186000000002,7.874513,Dendritic cells
7978,arc_pair_429776,27.570893,9.571506000000001,NK cells
7999,arc_pair_665339,50.545857000000005,16.51366,Monocytes
8000,arc_pair_131021,198.318583,49.096557999999995,CD4+ T cells
8013,arc_pair_421038,31.981970000000004,8.370847999999999,NK cells
8016,arc_pair_732211,44.950816,14.453980000000001,Monocytes
8025,arc_pair_583404,82.863321,23.346035,Dendritic cells
8045,arc_pair_6103,41.053768999999996,11.098222,Monocytes
8047,arc_pair_112468,167.615237,45.214158000000005,CD4+ T cells
8061,arc_pair_237773,64.806122,19.847884,Monocytes
