,cell_name,cell_type,total_mass
4736,arc_pair_435529,CD4+ T cells,10.174568427238668
4737,arc_pair_435729,Dendritic cells,21.994418874352192
4738,arc_pair_435737,T cells,13.116698129397632
4739,arc_pair_435891,T cells,15.332736306201312
4740,arc_pair_435893,CD4+ T cells,12.377843322321851
4741,arc_pair_435918,NK cells,57.944517668604405
4742,arc_pair_436014,CD4+ T cells,12.527586079639812
4743,arc_pair_436031,NK cells,8.447781537321106
4744,arc_pair_436525,CD4+ T cells,15.844674044014791
4745,arc_pair_436690,T cells,21.910979717087045
4746,arc_pair_436711,Monocytes,43.217817923382015
4747,arc_pair_436753,NK cells,10.303503454109686
4748,arc_pair_436766,T cells,7.971286845368692
4749,arc_pair_437002,T cells,8.82241948153967
4750,arc_pair_437073,Monocytes,49.66980433426878
4751,arc_pair_437110,CD4+ T cells,16.058493486392365
4752,arc_pair_437207,NK cells,29.474322135729587
4753,arc_pair_437489,Monocytes,17.61200517594442
4754,arc_pair_437532,NK cells,29.44264585045193
4755,arc_pair_437580,Monocytes,14.515150620636726
4756,arc_pair_437751,Monocytes,50.67718369507677
4757,arc_pair_437795,B cells,12.89983972253606
4758,arc_pair_437849,Dendritic cells,37.93699211241466
4759,arc_pair_438127,NK cells,11.988097740834776
4760,arc_pair_438186,NK cells,21.937080049211133
4761,arc_pair_438226,NK cells,29.3554115407147
4762,arc_pair_438299,NK cells,16.58655994298324
4763,arc_pair_438366,B cells,13.004401364917658
4764,arc_pair_438592,CD4+ T cells,15.650386615574106
4765,arc_pair_438650,T cells,11.200950696045318
4766,arc_pair_438785,Dendritic cells,11.761279536074642
4767,arc_pair_438851,T cells,23.76085006167994
4768,arc_pair_438861,B cells,177.9969783127
4769,arc_pair_438887,T cells,12.538076333865948
4770,arc_pair_438897,T cells,15.949489148580966
4771,arc_pair_438933,NK cells,17.831858627341173
4772,arc_pair_438953,NK cells,9.780509257223274
4773,arc_pair_438987,B cells,14.973186754256602
4774,arc_pair_439123,NK cells,5.2978294106022945
4775,arc_pair_439144,NK cells,25.19979332874064
4776,arc_pair_439160,T cells,16.43977846153846
4777,arc_pair_439227,CD4+ T cells,10.26489464854632
4778,arc_pair_439348,Dendritic cells,16.970201160928745
4779,arc_pair_439357,T cells,19.72448891678667
4780,arc_pair_439360,Dendritic cells,116.25367172701569
4781,arc_pair_439649,NK cells,16.1593446958566
4782,arc_pair_439699,CD4+ T cells,15.701453039621672
4783,arc_pair_439751,CD4+ T cells,11.785682708577871
4784,arc_pair_439757,B cells,17.92434830837493
4785,arc_pair_439759,T cells,12.96195020798721
4786,arc_pair_439784,T cells,22.81907234167605
4787,arc_pair_439868,CD8+ T cells,9.271764345860356
4788,arc_pair_439911,T cells,25.45507740898452
4789,arc_pair_439936,CD4+ T cells,20.34183851062708
4790,arc_pair_440023,CD4+ T cells,10.748136666891302
4791,arc_pair_440086,CD4+ T cells,12.006182187830632
4792,arc_pair_440152,T cells,11.266484339877117
4793,arc_pair_440395,T cells,12.319808638353567
4794,arc_pair_440539,CD4+ T cells,15.373760597787037
4795,arc_pair_440563,T cells,21.930666666666667
4796,arc_pair_440606,T cells,15.749308393366196
4797,arc_pair_440636,CD4+ T cells,16.775556167263076
4798,arc_pair_440886,T cells,16.200208451771843
4799,arc_pair_441069,Monocytes,13.38451666899149
4800,arc_pair_441348,T cells,8.477826999300536
4801,arc_pair_441351,NK cells,28.565389046380076
4802,arc_pair_441363,CD4+ T cells,24.22063097751832
4803,arc_pair_441408,CD4+ T cells,27.4647795318454
4804,arc_pair_441599,T cells,14.568548049931316
4805,arc_pair_441613,CD8+ T cells,11.092888261949645
4806,arc_pair_441673,Monocytes,14.638187982070946
4807,arc_pair_441678,T cells,9.64553354578765
4808,arc_pair_441699,CD8+ T cells,9.972467364812982
4809,arc_pair_441708,CD8+ T cells,12.520131599561337
4810,arc_pair_441860,NK cells,14.699731138992997
4811,arc_pair_441950,Monocytes,18.422676436559968
4812,arc_pair_442064,Monocytes,14.171343054243962
4813,arc_pair_442157,Monocytes,12.231621230469328
4814,arc_pair_442218,CD4+ T cells,9.98965344048217
4815,arc_pair_442305,CD8+ T cells,12.433080080991214
4816,arc_pair_442367,Monocytes,60.04044392645294
4817,arc_pair_442403,CD4+ T cells,12.901271840548626
4818,arc_pair_442418,CD8+ T cells,22.66727888708256
4819,arc_pair_442525,B cells,31.371037168015143
4820,arc_pair_442602,CD4+ T cells,8.202934447616707
4821,arc_pair_442640,T cells,20.453702521137192
4822,arc_pair_442664,CD4+ T cells,10.81782731515598
4823,arc_pair_442679,CD8+ T cells,23.75110686782634
4824,arc_pair_442705,NK cells,12.300444248091695
4825,arc_pair_442745,NK cells,36.14116311340987
4826,arc_pair_442810,CD4+ T cells,32.865755883526134
4827,arc_pair_442839,NK cells,18.38142578493676
4828,arc_pair_442882,T cells,17.60088723732158
4829,arc_pair_442957,Monocytes,106.71452326914005
4830,arc_pair_442982,NK cells,11.534142726858189
4831,arc_pair_443048,CD4+ T cells,15.082601825842696
4832,arc_pair_443087,Monocytes,29.896058002802658
4833,arc_pair_443129,T cells,9.32014595485339
4834,arc_pair_443175,NK cells,19.73044476149122
4835,arc_pair_443238,T cells,12.608958668438357
4836,arc_pair_443334,T cells,11.082800683093438
4837,arc_pair_443386,Monocytes,37.84269269084603
4838,arc_pair_443404,Monocytes,70.3586924142933
4839,arc_pair_443666,Monocytes,21.25319270741589
4840,arc_pair_443816,CD8+ T cells,10.85059537616949
4841,arc_pair_443962,CD4+ T cells,19.459258893402644
4842,arc_pair_444031,NK cells,22.86419507538088
4843,arc_pair_444032,B cells,34.66888259436961
4844,arc_pair_444033,Monocytes,21.65609264853978
4845,arc_pair_444158,T cells,17.81914999502339
4846,arc_pair_444314,Monocytes,23.079600446705545
4847,arc_pair_444356,CD4+ T cells,13.484534456188037
4848,arc_pair_444659,T cells,14.105192479856758
4849,arc_pair_444713,Monocytes,14.472927949745351
4850,arc_pair_444777,T cells,17.094639156881534
4851,arc_pair_444828,CD4+ T cells,25.496016961986975
4852,arc_pair_445136,CD4+ T cells,13.303466223298516
4853,arc_pair_445265,CD4+ T cells,17.37885997024909
4854,arc_pair_445274,Monocytes,61.120269382814605
4855,arc_pair_445286,Monocytes,46.85281936922587
4856,arc_pair_445306,CD4+ T cells,7.41742798911107
4857,arc_pair_445388,CD4+ T cells,10.970642435025734
4858,arc_pair_445442,NK cells,15.269627138759766
4859,arc_pair_445457,T cells,15.335037479077217
4860,arc_pair_445633,T cells,13.936533197530078
4861,arc_pair_445637,CD4+ T cells,15.675955144319053
4862,arc_pair_445776,Monocytes,23.377120809034693
4863,arc_pair_445810,T cells,17.88964963280294
4864,arc_pair_445942,CD4+ T cells,9.036636466591164
4865,arc_pair_445950,T cells,11.28845915458039
4866,arc_pair_445992,T cells,8.228042368950055
4867,arc_pair_446081,T cells,11.193427106612331
4868,arc_pair_446116,B cells,29.304404761904763
4869,arc_pair_446399,Monocytes,20.847386821852627
4870,arc_pair_446517,Monocytes,26.166162458313483
4871,arc_pair_446526,CD8+ T cells,15.40098356723042
4872,arc_pair_446533,CD4+ T cells,15.97122284977372
4873,arc_pair_446688,CD4+ T cells,12.867231828101392
4874,arc_pair_446704,CD4+ T cells,17.593902376430737
4875,arc_pair_446862,Monocytes,18.297274912082987
4876,arc_pair_446881,Dendritic cells,17.81094269789165
4877,arc_pair_447253,T cells,9.586404327636554
4878,arc_pair_447266,NK cells,11.71178720295647
4879,arc_pair_447365,CD4+ T cells,15.547312065128033
4880,arc_pair_447447,Monocytes,20.36352436524914
4881,arc_pair_447448,B cells,8.823754689453938
4882,arc_pair_447560,NK cells,24.533503291351167
4883,arc_pair_447567,CD4+ T cells,10.188027920011525
4884,arc_pair_447576,NK cells,15.150340376046934
4885,arc_pair_447645,T cells,14.911364788667475
4886,arc_pair_447675,NK cells,17.518452112221865
4887,arc_pair_447692,Monocytes,65.06122405352829
4888,arc_pair_447717,Monocytes,38.6491283233763
4889,arc_pair_447808,T cells,10.784346957812724
4890,arc_pair_447897,T cells,13.139329021827
4891,arc_pair_447903,CD4+ T cells,16.807755822561354
4892,arc_pair_448087,NK cells,9.97115411005901
4893,arc_pair_448149,Monocytes,8.039000487147893
4894,arc_pair_448322,CD4+ T cells,18.822905140327936
4895,arc_pair_448505,T cells,14.968462269405943
4896,arc_pair_448557,CD4+ T cells,17.562580778576233
4897,arc_pair_448686,CD4+ T cells,9.570147174083427
4898,arc_pair_448819,Monocytes,70.75526690955171
4899,arc_pair_448843,CD4+ T cells,9.264443882634623
4900,arc_pair_448976,Monocytes,29.26324653766464
4901,arc_pair_449038,Monocytes,265.2141476658307
4902,arc_pair_449092,Monocytes,16.48552497775518
4903,arc_pair_449190,T cells,18.856602540156892
4904,arc_pair_449252,NK cells,9.84412278445019
4905,arc_pair_449373,T cells,15.617331729512056
4906,arc_pair_449425,CD4+ T cells,16.95341825582272
4907,arc_pair_449442,CD4+ T cells,10.115403956777175
4908,arc_pair_449519,NK cells,7.834018846162216
4909,arc_pair_449688,CD8+ T cells,8.035047643910715
4910,arc_pair_449733,T cells,8.406197523406828
4911,arc_pair_449795,Monocytes,29.804141166021346
4912,arc_pair_449900,Monocytes,23.240697269551735
4913,arc_pair_450002,NK cells,26.32724155235865
4914,arc_pair_450016,Monocytes,15.025295078990377
4915,arc_pair_450035,Dendritic cells,15.723323182634498
4916,arc_pair_450168,NK cells,8.231945126275022
4917,arc_pair_450284,NK cells,11.737101321908527
4918,arc_pair_450326,T cells,8.997366783166562
4919,arc_pair_450656,CD4+ T cells,7.812065253395164
4920,arc_pair_450732,CD4+ T cells,9.06190845796504
4921,arc_pair_450799,Monocytes,14.136406203604304
4922,arc_pair_450827,Monocytes,25.408760806916423
4923,arc_pair_450834,T cells,232.3312124731289
4924,arc_pair_450836,CD4+ T cells,18.978865741205777
4925,arc_pair_450838,Monocytes,44.95637756855199
4926,arc_pair_450861,T cells,18.156360593828794
4927,arc_pair_451063,Monocytes,86.14439329393981
4928,arc_pair_451073,Dendritic cells,32.16388716760514
4929,arc_pair_451143,T cells,78.74150574074613
4930,arc_pair_451186,NK cells,15.13087282645755
4931,arc_pair_451559,CD8+ T cells,23.288981927119146
4932,arc_pair_451729,T cells,10.845888052727364
4933,arc_pair_451842,Monocytes,39.17340900325087
4934,arc_pair_451967,CD4+ T cells,9.01354104812137
4935,arc_pair_452004,T cells,8.106661256831906
4936,arc_pair_452080,CD4+ T cells,10.478327276557646
4937,arc_pair_452099,T cells,15.258790614866154
4938,arc_pair_452173,T cells,11.563179030173004
4939,arc_pair_452214,CD4+ T cells,24.708473123545975
4940,arc_pair_452393,NK cells,9.084596561477102
4941,arc_pair_452449,T cells,7.289591210672755
4942,arc_pair_452523,T cells,18.791261733685296
4943,arc_pair_452573,CD4+ T cells,27.530888415067515
4944,arc_pair_452714,Monocytes,17.646448600712766
4945,arc_pair_452790,Monocytes,22.614594474975103
4946,arc_pair_452923,NK cells,14.132027802294797
4947,arc_pair_453213,CD4+ T cells,20.110550114240976
4948,arc_pair_453475,T cells,104.74318767766246
4949,arc_pair_453658,T cells,25.080267223046985
4950,arc_pair_453710,Monocytes,28.9635340186001
4951,arc_pair_453715,T cells,16.32948484938772
4952,arc_pair_453758,CD4+ T cells,6.819380382872771
4953,arc_pair_453773,CD4+ T cells,13.152299900798829
4954,arc_pair_453845,Monocytes,69.16142199792192
4955,arc_pair_453856,CD4+ T cells,12.040382555470542
4956,arc_pair_453932,NK cells,15.335066991473813
4957,arc_pair_454167,NK cells,13.473013088652005
4958,arc_pair_454263,CD4+ T cells,9.416018875861944
4959,arc_pair_454370,CD4+ T cells,13.02876953616462
4960,arc_pair_454574,CD4+ T cells,31.10320491833097
4961,arc_pair_454757,T cells,14.3932637075718
4962,arc_pair_454836,CD4+ T cells,10.11582725826148
4963,arc_pair_454986,CD4+ T cells,14.447346887392207
4964,arc_pair_455201,NK cells,25.055323291907683
4965,arc_pair_455278,Monocytes,16.458495373474587
4966,arc_pair_455466,Monocytes,19.906940403060673
4967,arc_pair_455492,NK cells,13.962434259954922
4968,arc_pair_455654,NK cells,12.125357973867908
4969,arc_pair_455692,CD4+ T cells,15.32098480110933
4970,arc_pair_455703,CD4+ T cells,9.805370320974482
4971,arc_pair_455709,Monocytes,24.637948207171313
4972,arc_pair_455753,T cells,12.24628445247875
4973,arc_pair_455779,Monocytes,17.596686427814532
4974,arc_pair_455818,CD4+ T cells,16.301104686413986
4975,arc_pair_455832,Monocytes,20.04652614394776
4976,arc_pair_456006,Monocytes,42.45867415455988
4977,arc_pair_456123,NK cells,13.185158406730643
4978,arc_pair_456225,CD4+ T cells,13.644080797749936
4979,arc_pair_456434,Monocytes,27.21832872812526
4980,arc_pair_456438,Dendritic cells,17.59532192472502
4981,arc_pair_456514,T cells,11.29112277828621
4982,arc_pair_456521,T cells,7.833253987145918
4983,arc_pair_456586,Monocytes,44.36086396628425
4984,arc_pair_456600,CD4+ T cells,12.525270802865428
4985,arc_pair_456604,Dendritic cells,64.04684797169874
4986,arc_pair_456638,T cells,16.333900697990472
4987,arc_pair_456668,CD4+ T cells,18.864923036785804
4988,arc_pair_456688,CD4+ T cells,131.99080122650315
4989,arc_pair_456717,CD4+ T cells,16.308109590347655
4990,arc_pair_456818,Monocytes,40.84013685954682
4991,arc_pair_456877,B cells,31.718506926865192
4992,arc_pair_456880,T cells,13.637918540729634
4993,arc_pair_457010,T cells,8.088440373244012
4994,arc_pair_457077,CD4+ T cells,41.50386815250082
4995,arc_pair_457169,NK cells,41.04184062545964
4996,arc_pair_457182,T cells,16.244054930477077
4997,arc_pair_457380,Dendritic cells,21.7696437958397
4998,arc_pair_457424,T cells,9.338467126770794
4999,arc_pair_457541,Monocytes,29.32325956233339
5000,arc_pair_457714,Dendritic cells,19.365364562444853
5001,arc_pair_457716,Monocytes,78.11621590478856
5002,arc_pair_457775,CD4+ T cells,10.00349125742974
5003,arc_pair_457798,Monocytes,21.874549149563336
5004,arc_pair_457998,NK cells,6.712250742135462
5005,arc_pair_458001,B cells,12.821755527406722
5006,arc_pair_458133,NK cells,12.948070237989125
5007,arc_pair_458182,CD4+ T cells,11.212858357159416
5008,arc_pair_458234,Monocytes,51.400649517135285
5009,arc_pair_458371,T cells,14.533128307824343
5010,arc_pair_458547,NK cells,29.530645296735724
5011,arc_pair_458646,T cells,35.12521229323221
5012,arc_pair_459159,CD8+ T cells,19.083753385832424
5013,arc_pair_459281,CD4+ T cells,10.912804291019118
5014,arc_pair_459283,Monocytes,39.722885674576624
5015,arc_pair_459312,CD4+ T cells,24.4417180082225
5016,arc_pair_459395,T cells,8.596490285852388
5017,arc_pair_459479,T cells,6.564679149245591
5018,arc_pair_459584,T cells,11.738059120964609
5019,arc_pair_459617,NK cells,15.753489147189931
5020,arc_pair_459627,Monocytes,22.00476315329488
5021,arc_pair_459714,CD4+ T cells,17.072554476623363
5022,arc_pair_459824,Monocytes,18.44899003819349
5023,arc_pair_459831,T cells,12.766925966919732
5024,arc_pair_459853,T cells,11.551521346017768
5025,arc_pair_459862,CD4+ T cells,6.051733273389958
5026,arc_pair_459898,Dendritic cells,27.75352083505923
5027,arc_pair_459927,CD4+ T cells,23.3963314875409
5028,arc_pair_459988,NK cells,15.024514400535834
5029,arc_pair_460240,Dendritic cells,28.854053726274937
5030,arc_pair_460295,Monocytes,22.23869662469527
5031,arc_pair_460361,CD4+ T cells,18.378906296047433
5032,arc_pair_460667,Monocytes,67.36778031229127
5033,arc_pair_460729,NK cells,17.838639663975766
5034,arc_pair_460741,CD4+ T cells,11.110771747325913
5035,arc_pair_460771,Monocytes,21.88192820095596
5036,arc_pair_460778,T cells,24.92750745995981
5037,arc_pair_460808,Monocytes,31.431686934310623
5038,arc_pair_460816,T cells,14.65566863110153
5039,arc_pair_460874,NK cells,7.993757003361613
5040,arc_pair_460884,CD4+ T cells,12.575154402682196
5041,arc_pair_460885,Monocytes,20.22160177787779
5042,arc_pair_460896,CD4+ T cells,43.9021374268618
5043,arc_pair_460920,T cells,16.1597700265354
5044,arc_pair_460941,CD8+ T cells,7.478138995392596
5045,arc_pair_460985,B cells,9.417975472150216
5046,arc_pair_461036,Monocytes,15.674305565909735
5047,arc_pair_461086,Monocytes,37.66634885901844
5048,arc_pair_461112,CD4+ T cells,6.235769697203026
5049,arc_pair_461127,CD4+ T cells,12.087062125546504
5050,arc_pair_461170,Monocytes,19.253943622233052
5051,arc_pair_461199,Monocytes,26.385281544135182
5052,arc_pair_461323,NK cells,7.665586935249857
5053,arc_pair_461747,CD4+ T cells,8.502927116087633
5054,arc_pair_461754,NK cells,145.4293247042597
5055,arc_pair_461800,T cells,36.00514622045545
5056,arc_pair_461822,Monocytes,38.20780711825488
5057,arc_pair_461841,NK cells,14.320563333053904
5058,arc_pair_462000,T cells,10.745554253302656
5059,arc_pair_462049,T cells,23.16510069168146
5060,arc_pair_462115,Monocytes,18.308554498563243
5061,arc_pair_462131,CD4+ T cells,16.906740027510317
5062,arc_pair_462188,NK cells,16.86604329708304
5063,arc_pair_462287,CD4+ T cells,10.361566777867251
5064,arc_pair_462324,CD4+ T cells,14.465921972416398
5065,arc_pair_462375,CD4+ T cells,9.83763471694506
5066,arc_pair_462402,T cells,14.122727071627658
5067,arc_pair_462404,T cells,24.449678930821428
5068,arc_pair_462466,T cells,11.104130359010108
5069,arc_pair_462540,CD4+ T cells,9.903994763734635
5070,arc_pair_462575,CD4+ T cells,16.577889099219725
5071,arc_pair_462715,Monocytes,20.05817616726708
5072,arc_pair_462756,Monocytes,33.69895978005159
5073,arc_pair_463054,NK cells,48.29434502111504
5074,arc_pair_463084,NK cells,71.89654725868851
5075,arc_pair_463102,T cells,13.930204894876145
5076,arc_pair_463111,CD4+ T cells,13.926390670994037
5077,arc_pair_463134,B cells,30.741835555213072
5078,arc_pair_463235,B cells,11.01479753617378
5079,arc_pair_463384,CD4+ T cells,9.232242400699231
5080,arc_pair_463438,Monocytes,42.13122711026784
5081,arc_pair_463493,NK cells,20.40612578910451
5082,arc_pair_463672,NK cells,51.11136880939796
5083,arc_pair_463717,CD4+ T cells,15.101936914513283
5084,arc_pair_463950,Monocytes,21.344020242613684
5085,arc_pair_464015,Monocytes,31.71641355140187
5086,arc_pair_464018,CD4+ T cells,6.330286783491058
5087,arc_pair_464063,CD4+ T cells,13.281554849053016
5088,arc_pair_464218,T cells,16.583528895341967
5089,arc_pair_464774,Dendritic cells,17.90607908394815
5090,arc_pair_465006,B cells,10.223580158159598
5091,arc_pair_465060,CD4+ T cells,19.357179932078715
5092,arc_pair_465088,T cells,277.0592444346968
5093,arc_pair_465157,NK cells,14.6366180140664
5094,arc_pair_465586,CD4+ T cells,14.615031120935372
5095,arc_pair_465617,NK cells,10.544258618402806
5096,arc_pair_465911,T cells,12.411092649123486
5097,arc_pair_465917,NK cells,14.757645395085731
5098,arc_pair_466046,Dendritic cells,22.31661664473587
5099,arc_pair_466237,CD4+ T cells,10.359773494185289
5100,arc_pair_466372,CD4+ T cells,23.856611899998903
5101,arc_pair_466376,NK cells,34.98844697826644
5102,arc_pair_466502,CD4+ T cells,81.90018229354058
5103,arc_pair_466515,T cells,10.152129564743442
5104,arc_pair_466726,CD4+ T cells,21.60868079289132
5105,arc_pair_467082,Monocytes,80.04900395960588
5106,arc_pair_467091,Monocytes,84.37661231961175
5107,arc_pair_467144,CD8+ T cells,77.1853194981206
5108,arc_pair_467185,Monocytes,19.19751641418364
5109,arc_pair_467257,CD4+ T cells,10.718495475113125
5110,arc_pair_467310,NK cells,9.941689449169706
5111,arc_pair_467513,Monocytes,19.433193470593977
5112,arc_pair_467562,CD4+ T cells,21.086737847369506
5113,arc_pair_467682,T cells,11.2592357326736
5114,arc_pair_467699,Monocytes,21.323484589307377
5115,arc_pair_467851,NK cells,9.903912919168402
5116,arc_pair_467928,T cells,18.880551707522734
5117,arc_pair_467988,CD4+ T cells,8.074504061112957
5118,arc_pair_467997,NK cells,16.536925781147524
5119,arc_pair_468103,CD4+ T cells,17.978732553567916
5120,arc_pair_468303,T cells,21.30151642013211
5121,arc_pair_468384,Monocytes,10.489663049685891
5122,arc_pair_468425,T cells,8.541353748543312
5123,arc_pair_468483,CD4+ T cells,17.888049966399176
5124,arc_pair_468520,CD4+ T cells,14.968151100329234
5125,arc_pair_468528,Monocytes,18.0100147275405
5126,arc_pair_468540,CD4+ T cells,24.161620987707945
5127,arc_pair_468626,CD4+ T cells,17.109114660649606
5128,arc_pair_469074,T cells,11.466862284820031
5129,arc_pair_469302,CD8+ T cells,8.432178845109515
5130,arc_pair_469308,Dendritic cells,40.54816921436189
5131,arc_pair_469495,NK cells,31.579763021250315
5132,arc_pair_469544,CD4+ T cells,13.404453164988908
5133,arc_pair_469576,CD4+ T cells,15.563815960488691
5134,arc_pair_469705,Monocytes,45.85192612009712
5135,arc_pair_469827,T cells,15.260669463172732
5136,arc_pair_469941,Dendritic cells,35.468930164776864
5137,arc_pair_469999,Monocytes,21.40006969855375
5138,arc_pair_470012,NK cells,287.2729215754439
5139,arc_pair_470029,CD4+ T cells,7.870819864825155
5140,arc_pair_470038,T cells,10.38788383470386
5141,arc_pair_470083,CD8+ T cells,16.777419195900666
5142,arc_pair_470185,NK cells,8.978252533552451
5143,arc_pair_470264,Dendritic cells,39.802927569578735
5144,arc_pair_470356,NK cells,16.154147850464707
5145,arc_pair_470381,CD4+ T cells,12.439120737376722
5146,arc_pair_470425,B cells,15.833337362504531
5147,arc_pair_470448,CD4+ T cells,6.685552914717986
5148,arc_pair_470449,CD4+ T cells,9.53271860514986
5149,arc_pair_470543,T cells,8.691126070991432
5150,arc_pair_470574,T cells,10.626624120727042
5151,arc_pair_470771,CD8+ T cells,18.13407595114912
5152,arc_pair_470842,T cells,8.71877996000767
5153,arc_pair_470863,CD4+ T cells,10.636096219231112
5154,arc_pair_470948,Monocytes,23.106022235166
5155,arc_pair_471022,B cells,15.72318578167437
5156,arc_pair_471402,CD4+ T cells,9.104151466511016
5157,arc_pair_471445,T cells,8.647704724620581
5158,arc_pair_471469,Monocytes,60.66224950680095
5159,arc_pair_471581,CD8+ T cells,31.504304058111934
5160,arc_pair_471612,T cells,8.150843195907573
5161,arc_pair_471895,Monocytes,45.43435553830315
5162,arc_pair_471974,T cells,10.243718501867228
5163,arc_pair_472207,CD4+ T cells,16.548467767545255
5164,arc_pair_472271,T cells,11.890528098211451
5165,arc_pair_472319,CD8+ T cells,9.50402491533212
5166,arc_pair_472351,CD4+ T cells,23.539003206841254
5167,arc_pair_472360,Monocytes,69.07362020289766
5168,arc_pair_472378,CD8+ T cells,10.164905089310183
5169,arc_pair_472393,T cells,15.522998676953211
5170,arc_pair_472498,CD4+ T cells,20.991575091575093
5171,arc_pair_472629,T cells,13.510040790712267
5172,arc_pair_472681,CD4+ T cells,6.595431938416701
5173,arc_pair_473036,CD8+ T cells,21.197763480392155
5174,arc_pair_473130,NK cells,12.820275241858564
5175,arc_pair_473159,CD4+ T cells,10.196856723119993
5176,arc_pair_473183,Monocytes,50.74937980034533
5177,arc_pair_473201,Monocytes,28.905638636920813
5178,arc_pair_473236,T cells,17.294790026246716
5179,arc_pair_473377,Monocytes,45.449952096690986
5180,arc_pair_473883,NK cells,23.969625598960448
5181,arc_pair_473920,T cells,19.299114247592716
5182,arc_pair_473935,Monocytes,21.882228057433373
5183,arc_pair_473989,T cells,8.18790170132325
5184,arc_pair_474081,Monocytes,7.649213721802107
5185,arc_pair_474157,NK cells,16.801390055754986
5186,arc_pair_474256,CD4+ T cells,19.470788407834146
5187,arc_pair_474346,Monocytes,23.681381105949875
5188,arc_pair_474536,T cells,10.671527516288412
5189,arc_pair_474678,CD4+ T cells,15.77590170100723
5190,arc_pair_474704,NK cells,8.061652801824248
5191,arc_pair_474707,CD4+ T cells,8.487304461740003
5192,arc_pair_474798,T cells,9.014149232071592
5193,arc_pair_474826,T cells,7.387079418946322
5194,arc_pair_474889,Monocytes,31.77764278751748
5195,arc_pair_474988,Monocytes,23.873371290923025
5196,arc_pair_474997,T cells,29.981799190808346
5197,arc_pair_475302,CD8+ T cells,10.761117045199008
5198,arc_pair_475413,T cells,18.19165316722056
5199,arc_pair_475509,CD8+ T cells,18.83744161070352
5200,arc_pair_475598,CD8+ T cells,12.681966994942773
5201,arc_pair_475630,CD8+ T cells,27.29289540358874
5202,arc_pair_475718,T cells,9.208741621082734
5203,arc_pair_475788,NK cells,19.6231697813991
5204,arc_pair_475939,NK cells,17.86236547209586
5205,arc_pair_475996,NK cells,12.195810812562378
5206,arc_pair_476054,NK cells,10.5563257616153
5207,arc_pair_476078,NK cells,9.661539218419456
5208,arc_pair_476269,T cells,21.8541011094012
5209,arc_pair_476271,Dendritic cells,43.128546887032755
5210,arc_pair_476341,T cells,8.116688825322644
5211,arc_pair_476413,Monocytes,19.42888895878548
5212,arc_pair_476426,NK cells,10.904656721837272
5213,arc_pair_476456,T cells,25.06161202723444
5214,arc_pair_476635,T cells,24.787750330777037
5215,arc_pair_476744,Monocytes,26.82252564536129
5216,arc_pair_476942,CD4+ T cells,5.7040548890924985
5217,arc_pair_477083,CD4+ T cells,9.120673702967585
5218,arc_pair_477174,T cells,23.159805189863786
5219,arc_pair_477296,Monocytes,29.435340484134628
5220,arc_pair_477460,T cells,23.943893572387196
5221,arc_pair_477518,CD4+ T cells,8.229075263947465
5222,arc_pair_477595,CD8+ T cells,19.700814817473702
5223,arc_pair_477619,T cells,28.312032474661084
5224,arc_pair_477632,CD4+ T cells,12.22170730488658
5225,arc_pair_477682,CD4+ T cells,17.83046664947884
5226,arc_pair_477703,CD4+ T cells,16.642690689563487
5227,arc_pair_477737,CD4+ T cells,8.98338077090067
5228,arc_pair_477751,T cells,36.31639172308573
5229,arc_pair_477803,B cells,11.930919803331864
5230,arc_pair_477833,Monocytes,57.87930096559228
5231,arc_pair_478734,CD4+ T cells,16.617651223562426
5232,arc_pair_479004,Monocytes,40.280177717019825
5233,arc_pair_479191,CD4+ T cells,7.058512316916965
5234,arc_pair_479366,Monocytes,21.76607057730623
5235,arc_pair_479635,NK cells,14.69920139755428
5236,arc_pair_479960,CD4+ T cells,7.932245058511161
5237,arc_pair_479981,B cells,15.511794663896415
5238,arc_pair_480315,CD8+ T cells,10.204180664427025
5239,arc_pair_480399,NK cells,10.55501704461242
5240,arc_pair_480504,CD4+ T cells,8.20934004559852
5241,arc_pair_480567,CD4+ T cells,12.399311562539015
5242,arc_pair_480623,T cells,12.25479397329072
5243,arc_pair_480728,B cells,17.97697378897417
5244,arc_pair_480735,CD4+ T cells,14.192024184730176
5245,arc_pair_480748,CD4+ T cells,9.06818069551472
5246,arc_pair_480760,CD8+ T cells,21.84954823229483
5247,arc_pair_480833,NK cells,19.39526325721834
5248,arc_pair_480964,NK cells,8.658013774587054
5249,arc_pair_480994,T cells,11.296723580987544
5250,arc_pair_481014,NK cells,14.122789890443649
5251,arc_pair_481015,CD4+ T cells,11.06480083613982
5252,arc_pair_481110,Dendritic cells,35.74163635817127
5253,arc_pair_481203,NK cells,8.867968210859063
5254,arc_pair_481648,T cells,9.18670499744024
5255,arc_pair_481892,NK cells,14.068591492986148
5256,arc_pair_481900,T cells,8.65002894356006
5257,arc_pair_481937,T cells,9.74592850132251
5258,arc_pair_481959,Monocytes,221.36529081595137
5259,arc_pair_482148,NK cells,7.478898175978919
5260,arc_pair_482282,T cells,12.609808852463289
5261,arc_pair_482375,CD8+ T cells,31.748820754716984
5262,arc_pair_482419,T cells,9.908623601693876
5263,arc_pair_482530,CD4+ T cells,6.92031798163768
5264,arc_pair_482592,NK cells,11.615909065381722
5265,arc_pair_482608,CD4+ T cells,19.64614950734141
5266,arc_pair_482637,NK cells,12.274460069379684
