,file_name,nonzero_values
4520,arc_pair_309227,274
4521,arc_pair_388560,640
4522,arc_pair_30391,389
4523,arc_pair_45291,358
4524,arc_pair_667572,284
4525,arc_pair_476054,285
4526,arc_pair_318123,308
4527,arc_pair_533680,409
4528,arc_pair_659973,396
4529,arc_pair_506464,695
4530,arc_pair_218611,416
4531,arc_pair_23417,372
4532,arc_pair_382028,311
4533,arc_pair_176558,548
4534,arc_pair_236743,377
4535,arc_pair_121483,409
4536,arc_pair_553582,558
4537,arc_pair_729010,567
4538,arc_pair_251384,504
4539,arc_pair_289156,365
4540,arc_pair_619814,375
4541,arc_pair_4436,293
4542,arc_pair_625582,301
4543,arc_pair_269928,564
4544,arc_pair_631191,639
4545,arc_pair_468363,955
4546,arc_pair_303016,354
4547,arc_pair_461841,322
4548,arc_pair_258326,341
4549,arc_pair_724858,336
4550,arc_pair_487738,348
4551,arc_pair_222429,339
4552,arc_pair_394685,426
4553,arc_pair_594276,349
4554,arc_pair_80108,557
4555,arc_pair_621191,354
4556,arc_pair_135213,386
4557,arc_pair_526251,292
4558,arc_pair_584276,431
4559,arc_pair_36496,300
4560,arc_pair_333859,442
4561,arc_pair_240203,376
4562,arc_pair_419365,308
4563,arc_pair_711700,272
4564,arc_pair_515927,423
4565,arc_pair_120857,368
4566,arc_pair_495210,416
4567,arc_pair_652903,310
4568,arc_pair_392614,280
4569,arc_pair_179992,597
4570,arc_pair_438592,325
4571,arc_pair_547607,364
4572,arc_pair_403292,412
4573,arc_pair_16535,581
4574,arc_pair_118428,304
4575,arc_pair_549619,432
4576,arc_pair_643241,460
4577,arc_pair_631484,694
4578,arc_pair_492886,440
4579,arc_pair_504265,508
4580,arc_pair_371796,337
4581,arc_pair_16372,417
4582,arc_pair_624868,356
4583,arc_pair_150411,344
4584,arc_pair_496781,405
4585,arc_pair_21451,328
4586,arc_pair_579112,453
4587,arc_pair_99978,587
4588,arc_pair_446533,401
4589,arc_pair_655028,783
4590,arc_pair_438785,503
4591,arc_pair_76070,290
4592,arc_pair_79385,317
4593,arc_pair_238376,311
4594,arc_pair_198339,369
4595,arc_pair_483079,479
4596,arc_pair_392403,553
4597,arc_pair_561172,331
4598,arc_pair_637747,343
4599,arc_pair_664775,334
4600,arc_pair_240014,306
4601,arc_pair_600064,1010
4602,arc_pair_142569,389
4603,arc_pair_424319,586
4604,arc_pair_684034,866
4605,arc_pair_554683,282
4606,arc_pair_259720,549
4607,arc_pair_224210,704
4608,arc_pair_485841,374
4609,arc_pair_624184,450
4610,arc_pair_392116,889
4611,arc_pair_384538,281
4612,arc_pair_140104,493
4613,arc_pair_495142,277
4614,arc_pair_635795,524
4615,arc_pair_373103,304
4616,arc_pair_727560,310
4617,arc_pair_203499,469
4618,arc_pair_355461,278
4619,arc_pair_474157,451
4620,arc_pair_504137,412
4621,arc_pair_718673,401
4622,arc_pair_654455,270
4623,arc_pair_597134,506
4624,arc_pair_698294,313
4625,arc_pair_502260,375
4626,arc_pair_242245,313
4627,arc_pair_111672,308
4628,arc_pair_686770,384
4629,arc_pair_654005,777
4630,arc_pair_236807,878
4631,arc_pair_34595,363
4632,arc_pair_721267,422
4633,arc_pair_302739,1468
4634,arc_pair_459853,306
4635,arc_pair_534702,889
4636,arc_pair_373380,378
4637,arc_pair_374445,300
4638,arc_pair_728416,324
4639,arc_pair_8878,326
4640,arc_pair_406141,500
4641,arc_pair_288100,704
4642,arc_pair_339193,322
4643,arc_pair_403343,321
4644,arc_pair_130969,1054
4645,arc_pair_158758,468
4646,arc_pair_574409,317
4647,arc_pair_21282,488
4648,arc_pair_455466,473
4649,arc_pair_462715,529
4650,arc_pair_227650,357
4651,arc_pair_220195,383
4652,arc_pair_443048,560
4653,arc_pair_633587,517
4654,arc_pair_692226,594
4655,arc_pair_22154,388
4656,arc_pair_169005,348
4657,arc_pair_621410,445
4658,arc_pair_223613,334
4659,arc_pair_151083,904
4660,arc_pair_211332,2034
4661,arc_pair_124029,253
4662,arc_pair_15677,299
4663,arc_pair_261030,383
4664,arc_pair_281264,681
4665,arc_pair_319460,457
4666,arc_pair_540228,272
4667,arc_pair_82230,324
4668,arc_pair_490602,322
4669,arc_pair_121155,283
4670,arc_pair_329652,541
4671,arc_pair_520983,395
4672,arc_pair_489423,275
4673,arc_pair_34254,534
4674,arc_pair_671873,627
4675,arc_pair_241652,288
4676,arc_pair_536504,588
4677,arc_pair_384979,482
4678,arc_pair_488232,689
4679,arc_pair_476078,304
4680,arc_pair_187561,335
4681,arc_pair_62822,433
4682,arc_pair_128661,2050
4683,arc_pair_158133,648
4684,arc_pair_652755,279
4685,arc_pair_167670,493
4686,arc_pair_575189,465
4687,arc_pair_311791,505
4688,arc_pair_216336,421
4689,arc_pair_299896,352
4690,arc_pair_263236,458
4691,arc_pair_121010,295
4692,arc_pair_151938,272
4693,arc_pair_644052,278
4694,arc_pair_306687,319
4695,arc_pair_833,519
4696,arc_pair_493242,270
4697,arc_pair_222540,274
4698,arc_pair_84022,347
4699,arc_pair_639132,286
4700,arc_pair_720071,416
4701,arc_pair_606671,457
4702,arc_pair_159958,1023
4703,arc_pair_16519,269
4704,arc_pair_450326,330
4705,arc_pair_160336,743
4706,arc_pair_64626,335
4707,arc_pair_221696,402
4708,arc_pair_60665,351
4709,arc_pair_375653,310
4710,arc_pair_408108,330
4711,arc_pair_121293,435
4712,arc_pair_256601,459
4713,arc_pair_151191,371
4714,arc_pair_559770,527
4715,arc_pair_707247,667
4716,arc_pair_156711,543
4717,arc_pair_105689,553
4718,arc_pair_36510,301
4719,arc_pair_626678,414
4720,arc_pair_687970,294
4721,arc_pair_239619,329
4722,arc_pair_196409,523
4723,arc_pair_688386,444
4724,arc_pair_450799,536
4725,arc_pair_190924,416
4726,arc_pair_652169,629
4727,arc_pair_127202,281
4728,arc_pair_721949,394
4729,arc_pair_599757,541
4730,arc_pair_627706,447
4731,arc_pair_691332,321
4732,arc_pair_144043,425
4733,arc_pair_260549,298
4734,arc_pair_369959,376
4735,arc_pair_690870,392
4736,arc_pair_35003,315
4737,arc_pair_227168,265
4738,arc_pair_95019,479
4739,arc_pair_493468,739
4740,arc_pair_575873,580
4741,arc_pair_51712,477
4742,arc_pair_377414,471
4743,arc_pair_253229,370
4744,arc_pair_629718,583
4745,arc_pair_402285,692
4746,arc_pair_277776,513
4747,arc_pair_335237,402
4748,arc_pair_510973,533
4749,arc_pair_281049,278
4750,arc_pair_426365,300
4751,arc_pair_419426,379
4752,arc_pair_642743,428
4753,arc_pair_689647,299
4754,arc_pair_310895,281
4755,arc_pair_74149,1693
4756,arc_pair_41207,319
4757,arc_pair_172464,300
4758,arc_pair_660632,293
4759,arc_pair_325722,407
4760,arc_pair_355420,309
4761,arc_pair_304585,324
4762,arc_pair_155347,699
4763,arc_pair_716505,589
4764,arc_pair_677724,538
4765,arc_pair_519197,411
4766,arc_pair_228858,322
4767,arc_pair_654044,726
4768,arc_pair_196809,305
4769,arc_pair_563698,1219
4770,arc_pair_47150,359
4771,arc_pair_517023,356
4772,arc_pair_368427,317
4773,arc_pair_639124,297
4774,arc_pair_265527,457
4775,arc_pair_191620,278
4776,arc_pair_667231,402
4777,arc_pair_265032,324
4778,arc_pair_66748,328
4779,arc_pair_730821,464
4780,arc_pair_346060,412
4781,arc_pair_130882,328
4782,arc_pair_170265,519
4783,arc_pair_132016,313
4784,arc_pair_613520,317
4785,arc_pair_295266,388
4786,arc_pair_223652,442
4787,arc_pair_91723,327
4788,arc_pair_46604,723
4789,arc_pair_195399,472
4790,arc_pair_269441,574
4791,arc_pair_342189,654
4792,arc_pair_595373,503
4793,arc_pair_657900,406
4794,arc_pair_162825,2215
4795,arc_pair_102224,324
4796,arc_pair_532156,296
4797,arc_pair_540639,433
4798,arc_pair_589700,541
4799,arc_pair_263332,480
4800,arc_pair_141646,322
4801,arc_pair_330961,405
4802,arc_pair_431418,292
4803,arc_pair_534082,358
4804,arc_pair_384892,367
4805,arc_pair_285118,455
4806,arc_pair_21447,488
4807,arc_pair_31914,399
4808,arc_pair_294359,518
4809,arc_pair_688144,416
4810,arc_pair_715542,298
4811,arc_pair_533317,426
4812,arc_pair_368759,479
4813,arc_pair_585236,748
4814,arc_pair_665037,321
4815,arc_pair_593618,331
4816,arc_pair_77362,373
4817,arc_pair_59230,1013
4818,arc_pair_25812,1106
4819,arc_pair_449795,661
4820,arc_pair_634038,323
4821,arc_pair_121952,368
4822,arc_pair_615765,259
4823,arc_pair_664626,423
4824,arc_pair_252879,503
4825,arc_pair_68097,284
4826,arc_pair_378759,275
4827,arc_pair_437489,395
4828,arc_pair_618854,372
4829,arc_pair_39562,333
4830,arc_pair_370739,640
4831,arc_pair_496001,573
4832,arc_pair_730899,505
4833,arc_pair_368020,458
4834,arc_pair_54681,315
4835,arc_pair_619896,455
4836,arc_pair_702842,392
4837,arc_pair_687177,446
4838,arc_pair_133715,505
4839,arc_pair_269800,356
4840,arc_pair_120139,495
4841,arc_pair_11767,312
4842,arc_pair_470381,399
4843,arc_pair_171,1230
4844,arc_pair_155890,288
4845,arc_pair_338794,319
4846,arc_pair_503934,421
4847,arc_pair_156245,435
4848,arc_pair_356488,322
4849,arc_pair_629523,392
4850,arc_pair_729211,383
4851,arc_pair_570149,401
4852,arc_pair_638298,409
4853,arc_pair_451063,1173
4854,arc_pair_169443,234
4855,arc_pair_60761,459
4856,arc_pair_130586,725
4857,arc_pair_635015,413
4858,arc_pair_449900,467
4859,arc_pair_135784,529
4860,arc_pair_222444,383
4861,arc_pair_439751,278
4862,arc_pair_441599,386
4863,arc_pair_367290,232
4864,arc_pair_185634,549
4865,arc_pair_696789,615
4866,arc_pair_41895,332
4867,arc_pair_399170,342
4868,arc_pair_687032,590
4869,arc_pair_95367,392
4870,arc_pair_668193,669
4871,arc_pair_462324,286
4872,arc_pair_81703,349
4873,arc_pair_562046,526
4874,arc_pair_467126,581
4875,arc_pair_38492,1029
4876,arc_pair_309401,354
4877,arc_pair_160615,489
4878,arc_pair_201353,390
4879,arc_pair_88522,418
4880,arc_pair_232063,366
4881,arc_pair_515878,287
4882,arc_pair_602311,384
4883,arc_pair_385827,507
4884,arc_pair_16939,444
4885,arc_pair_132466,1140
4886,arc_pair_61804,1919
4887,arc_pair_391864,1078
4888,arc_pair_269461,383
4889,arc_pair_256322,432
4890,arc_pair_663252,542
4891,arc_pair_2147,368
4892,arc_pair_517900,331
4893,arc_pair_524299,431
4894,arc_pair_513410,314
4895,arc_pair_183282,779
4896,arc_pair_84917,279
4897,arc_pair_275507,354
4898,arc_pair_548012,515
4899,arc_pair_489383,389
4900,arc_pair_354138,519
4901,arc_pair_88037,376
4902,arc_pair_431603,314
4903,arc_pair_280101,428
4904,arc_pair_612254,607
4905,arc_pair_4569,245
4906,arc_pair_391022,655
4907,arc_pair_112195,378
4908,arc_pair_90407,1320
4909,arc_pair_593116,443
4910,arc_pair_491863,435
4911,arc_pair_250999,272
4912,arc_pair_536924,454
4913,arc_pair_561056,473
4914,arc_pair_166057,631
4915,arc_pair_159714,423
4916,arc_pair_330150,467
4917,arc_pair_382874,406
4918,arc_pair_362289,429
4919,arc_pair_643172,610
4920,arc_pair_316961,389
4921,arc_pair_54025,414
4922,arc_pair_306598,312
4923,arc_pair_427104,394
4924,arc_pair_103507,622
4925,arc_pair_452004,407
4926,arc_pair_362323,877
4927,arc_pair_612468,497
4928,arc_pair_533360,291
4929,arc_pair_528486,529
4930,arc_pair_663878,833
4931,arc_pair_31963,431
4932,arc_pair_501211,314
4933,arc_pair_128712,1100
4934,arc_pair_580106,410
4935,arc_pair_213047,660
4936,arc_pair_602192,289
4937,arc_pair_41698,388
4938,arc_pair_621308,408
4939,arc_pair_372636,406
4940,arc_pair_332028,293
4941,arc_pair_614416,2228
4942,arc_pair_677138,392
4943,arc_pair_243874,307
4944,arc_pair_178788,434
4945,arc_pair_422994,371
4946,arc_pair_566052,327
4947,arc_pair_368846,412
4948,arc_pair_498480,300
4949,arc_pair_469495,550
4950,arc_pair_692210,294
4951,arc_pair_419797,253
4952,arc_pair_431341,388
4953,arc_pair_294050,698
4954,arc_pair_299662,460
4955,arc_pair_512743,261
4956,arc_pair_66695,302
4957,arc_pair_358459,373
4958,arc_pair_32162,434
4959,arc_pair_664893,284
4960,arc_pair_329849,265
4961,arc_pair_650420,657
4962,arc_pair_98060,871
4963,arc_pair_63478,401
4964,arc_pair_65955,814
4965,arc_pair_685490,464
4966,arc_pair_497630,540
4967,arc_pair_58682,481
4968,arc_pair_200450,407
4969,arc_pair_424006,353
4970,arc_pair_229697,503
4971,arc_pair_364189,307
4972,arc_pair_164744,476
4973,arc_pair_169176,368
4974,arc_pair_378450,575
4975,arc_pair_377875,333
4976,arc_pair_546722,305
4977,arc_pair_249346,941
4978,arc_pair_325305,631
4979,arc_pair_139441,438
4980,arc_pair_665447,373
4981,arc_pair_228205,510
4982,arc_pair_579962,350
4983,arc_pair_383731,1123
4984,arc_pair_9926,238
4985,arc_pair_523622,472
4986,arc_pair_681650,349
4987,arc_pair_28353,428
4988,arc_pair_211168,1702
4989,arc_pair_442403,313
4990,arc_pair_195478,287
4991,arc_pair_522875,281
4992,arc_pair_677495,309
4993,arc_pair_417859,465
4994,arc_pair_411124,671
4995,arc_pair_50524,309
4996,arc_pair_647189,286
4997,arc_pair_295568,476
4998,arc_pair_593287,692
4999,arc_pair_271285,347
5000,arc_pair_668760,332
5001,arc_pair_676284,603
5002,arc_pair_652221,264
5003,arc_pair_15991,730
5004,arc_pair_594112,380
5005,arc_pair_217403,306
5006,arc_pair_480399,352
5007,arc_pair_296344,365
5008,arc_pair_455779,425
5009,arc_pair_428249,363
5010,arc_pair_342941,302
5011,arc_pair_380367,455
5012,arc_pair_525076,349
5013,arc_pair_496522,371
5014,arc_pair_594387,334
5015,arc_pair_337841,445
5016,arc_pair_122077,372
5017,arc_pair_634262,342
5018,arc_pair_621963,335
5019,arc_pair_613541,681
5020,arc_pair_385866,411
5021,arc_pair_442679,503
5022,arc_pair_592603,758
5023,arc_pair_275116,441
5024,arc_pair_67587,460
5025,arc_pair_597544,315
5026,arc_pair_142660,554
5027,arc_pair_195747,346
5028,arc_pair_677745,334
5029,arc_pair_178321,285
5030,arc_pair_443087,452
5031,arc_pair_731617,492
5032,arc_pair_655264,501
5033,arc_pair_395923,371
5034,arc_pair_427796,291
5035,arc_pair_605929,912
5036,arc_pair_697638,759
5037,arc_pair_76115,615
5038,arc_pair_48944,288
5039,arc_pair_456006,1077
5040,arc_pair_697268,292
5041,arc_pair_318894,473
5042,arc_pair_372698,282
5043,arc_pair_7884,438
5044,arc_pair_516829,416
5045,arc_pair_93840,370
5046,arc_pair_11028,805
5047,arc_pair_675902,482
5048,arc_pair_495861,469
5049,arc_pair_618531,363
5050,arc_pair_291478,309
5051,arc_pair_377863,512
5052,arc_pair_244077,308
5053,arc_pair_434786,385
5054,arc_pair_310548,353
5055,arc_pair_121821,478
5056,arc_pair_296702,468
5057,arc_pair_103950,363
5058,arc_pair_543920,354
5059,arc_pair_632135,355
5060,arc_pair_275680,442
5061,arc_pair_239814,391
5062,arc_pair_270482,499
5063,arc_pair_343983,364
5064,arc_pair_351547,335
5065,arc_pair_545289,355
5066,arc_pair_212990,346
5067,arc_pair_340182,439
5068,arc_pair_330280,269
5069,arc_pair_27321,687
5070,arc_pair_301027,389
5071,arc_pair_439360,1366
5072,arc_pair_305967,337
5073,arc_pair_628646,287
5074,arc_pair_445942,265
5075,arc_pair_477833,1060
5076,arc_pair_323910,368
5077,arc_pair_14154,458
5078,arc_pair_69464,340
5079,arc_pair_473036,486
5080,arc_pair_16493,325
5081,arc_pair_720051,578
5082,arc_pair_133774,352
5083,arc_pair_459824,392
5084,arc_pair_640932,464
5085,arc_pair_514793,334
5086,arc_pair_546919,343
5087,arc_pair_473935,527
5088,arc_pair_492023,892
5089,arc_pair_596181,1976
5090,arc_pair_685202,545
5091,arc_pair_565003,348
5092,arc_pair_4656,502
5093,arc_pair_187054,294
5094,arc_pair_587790,344
5095,arc_pair_682197,289
5096,arc_pair_468103,433
5097,arc_pair_606128,543
5098,arc_pair_167650,281
5099,arc_pair_396122,536
5100,arc_pair_440886,333
5101,arc_pair_13042,440
5102,arc_pair_715935,492
5103,arc_pair_713418,274
5104,arc_pair_561410,509
5105,arc_pair_618835,408
5106,arc_pair_240576,355
5107,arc_pair_506891,252
5108,arc_pair_419105,259
5109,arc_pair_442157,367
5110,arc_pair_643888,357
5111,arc_pair_100628,312
5112,arc_pair_235533,384
5113,arc_pair_214794,346
5114,arc_pair_506192,390
5115,arc_pair_455692,331
5116,arc_pair_303299,249
5117,arc_pair_250063,494
5118,arc_pair_63655,424
5119,arc_pair_550208,361
5120,arc_pair_26249,569
5121,arc_pair_195985,631
5122,arc_pair_643236,316
5123,arc_pair_720180,508
5124,arc_pair_144798,257
5125,arc_pair_427240,279
5126,arc_pair_282151,387
5127,arc_pair_653236,485
5128,arc_pair_570503,399
5129,arc_pair_216044,387
5130,arc_pair_383422,911
5131,arc_pair_254667,581
5132,arc_pair_296954,361
5133,arc_pair_692380,282
5134,arc_pair_273902,555
5135,arc_pair_590242,277
5136,arc_pair_181397,305
5137,arc_pair_163957,310
5138,arc_pair_160678,398
5139,arc_pair_116857,672
5140,arc_pair_36818,323
5141,arc_pair_51476,307
5142,arc_pair_432804,626
5143,arc_pair_92142,391
5144,arc_pair_548993,965
5145,arc_pair_635326,459
5146,arc_pair_46560,340
5147,arc_pair_71613,408
5148,arc_pair_313718,383
5149,arc_pair_156463,488
5150,arc_pair_237575,1138
5151,arc_pair_692553,335
5152,arc_pair_489478,377
5153,arc_pair_477632,372
5154,arc_pair_355482,378
5155,arc_pair_347846,373
5156,arc_pair_271745,542
5157,arc_pair_380062,495
5158,arc_pair_352717,1502
5159,arc_pair_649457,468
5160,arc_pair_616915,688
5161,arc_pair_433595,784
5162,arc_pair_336006,679
5163,arc_pair_518548,673
5164,arc_pair_468528,383
5165,arc_pair_677913,562
5166,arc_pair_407926,290
5167,arc_pair_727096,469
5168,arc_pair_462575,377
5169,arc_pair_456929,465
5170,arc_pair_644320,295
5171,arc_pair_77728,263
5172,arc_pair_576204,618
5173,arc_pair_76093,278
5174,arc_pair_215812,314
5175,arc_pair_345197,300
5176,arc_pair_364330,331
5177,arc_pair_699827,288
5178,arc_pair_637570,257
5179,arc_pair_402509,638
5180,arc_pair_646960,919
5181,arc_pair_446704,280
5182,arc_pair_261987,488
5183,arc_pair_505907,771
5184,arc_pair_552075,385
5185,arc_pair_562569,679
5186,arc_pair_26009,334
5187,arc_pair_488052,1015
5188,arc_pair_4103,373
5189,arc_pair_646576,389
5190,arc_pair_371759,600
5191,arc_pair_668424,468
5192,arc_pair_228454,360
5193,arc_pair_255164,383
5194,arc_pair_282043,342
5195,arc_pair_194592,382
5196,arc_pair_722555,296
5197,arc_pair_708917,344
5198,arc_pair_389994,356
5199,arc_pair_210082,395
5200,arc_pair_601157,466
5201,arc_pair_336682,491
5202,arc_pair_204491,411
5203,arc_pair_497348,850
5204,arc_pair_414432,451
5205,arc_pair_648092,315
5206,arc_pair_224477,734
5207,arc_pair_370148,316
5208,arc_pair_442602,277
5209,arc_pair_548497,499
5210,arc_pair_404961,542
5211,arc_pair_631332,433
5212,arc_pair_496220,407
5213,arc_pair_66181,242
5214,arc_pair_296283,681
5215,arc_pair_270800,430
5216,arc_pair_172868,330
5217,arc_pair_294744,1132
5218,arc_pair_289875,543
5219,arc_pair_314989,391
5220,arc_pair_667801,383
5221,arc_pair_571980,371
5222,arc_pair_554637,538
5223,arc_pair_424342,409
5224,arc_pair_390520,2000
5225,arc_pair_82729,958
5226,arc_pair_716266,317
5227,arc_pair_336817,584
5228,arc_pair_169398,292
5229,arc_pair_657808,324
5230,arc_pair_326544,478
5231,arc_pair_129586,356
5232,arc_pair_571596,261
5233,arc_pair_32733,412
5234,arc_pair_631277,314
5235,arc_pair_493537,291
5236,arc_pair_346646,269
5237,arc_pair_431510,271
5238,arc_pair_371535,277
5239,arc_pair_183892,415
5240,arc_pair_614990,499
5241,arc_pair_455201,537
5242,arc_pair_351880,482
5243,arc_pair_271138,354
5244,arc_pair_63053,705
5245,arc_pair_250665,324
5246,arc_pair_583993,328
5247,arc_pair_676093,465
5248,arc_pair_536288,281
5249,arc_pair_245934,428
5250,arc_pair_494437,357
5251,arc_pair_591557,622
5252,arc_pair_333479,324
5253,arc_pair_307825,335
5254,arc_pair_620309,383
5255,arc_pair_630759,886
5256,arc_pair_639981,346
5257,arc_pair_392622,421
5258,arc_pair_214192,551
5259,arc_pair_676990,487
5260,arc_pair_435729,544
5261,arc_pair_469544,309
5262,arc_pair_295790,571
5263,arc_pair_653762,555
5264,arc_pair_590203,508
5265,arc_pair_680606,315
5266,arc_pair_671243,477
5267,arc_pair_2887,394
5268,arc_pair_138944,302
5269,arc_pair_427344,351
5270,arc_pair_277900,287
5271,arc_pair_344401,437
5272,arc_pair_404424,549
5273,arc_pair_507869,310
5274,arc_pair_656999,491
5275,arc_pair_18771,445
5276,arc_pair_570684,318
5277,arc_pair_559013,313
5278,arc_pair_42831,379
5279,arc_pair_224318,887
5280,arc_pair_87182,359
5281,arc_pair_118388,281
5282,arc_pair_644674,323
5283,arc_pair_403498,1471
5284,arc_pair_146072,290
5285,arc_pair_7,395
5286,arc_pair_539254,354
5287,arc_pair_173629,582
5288,arc_pair_415059,444
5289,arc_pair_136665,549
5290,arc_pair_201543,329
5291,arc_pair_38778,913
5292,arc_pair_75754,273
5293,arc_pair_176581,482
5294,arc_pair_448976,720
5295,arc_pair_457380,408
5296,arc_pair_318050,524
5297,arc_pair_143335,303
5298,arc_pair_600496,334
5299,arc_pair_156567,371
5300,arc_pair_524036,301
5301,arc_pair_684079,564
5302,arc_pair_269621,797
5303,arc_pair_100757,339
5304,arc_pair_378352,735
5305,arc_pair_426369,547
5306,arc_pair_732001,531
5307,arc_pair_164292,365
5308,arc_pair_664503,936
5309,arc_pair_516393,331
5310,arc_pair_574805,435
5311,arc_pair_568826,358
5312,arc_pair_432404,370
5313,arc_pair_548069,302
5314,arc_pair_548593,343
5315,arc_pair_171839,349
5316,arc_pair_718540,327
5317,arc_pair_715688,259
5318,arc_pair_393064,269
5319,arc_pair_565202,383
5320,arc_pair_662592,443
5321,arc_pair_218559,518
5322,arc_pair_360109,1030
5323,arc_pair_597968,933
5324,arc_pair_131231,397
5325,arc_pair_722514,309
5326,arc_pair_736107,274
5327,arc_pair_116841,393
5328,arc_pair_456600,333
5329,arc_pair_340045,452
5330,arc_pair_221634,289
5331,arc_pair_405262,521
5332,arc_pair_553330,321
5333,arc_pair_607538,685
5334,arc_pair_348025,648
5335,arc_pair_516686,291
5336,arc_pair_639893,303
5337,arc_pair_285544,335
5338,arc_pair_236688,438
5339,arc_pair_639743,466
5340,arc_pair_401108,392
5341,arc_pair_620562,301
5342,arc_pair_487470,281
5343,arc_pair_517644,441
5344,arc_pair_301699,282
5345,arc_pair_176169,361
5346,arc_pair_353813,763
5347,arc_pair_442839,415
5348,arc_pair_7851,332
5349,arc_pair_98670,287
5350,arc_pair_365022,236
5351,arc_pair_470948,584
5352,arc_pair_649011,530
5353,arc_pair_356312,510
5354,arc_pair_489194,365
5355,arc_pair_654273,450
5356,arc_pair_716732,550
5357,arc_pair_99061,835
5358,arc_pair_413565,472
5359,arc_pair_516405,504
5360,arc_pair_681739,508
5361,arc_pair_311226,352
5362,arc_pair_640725,826
5363,arc_pair_8248,330
5364,arc_pair_672654,316
5365,arc_pair_549802,343
5366,arc_pair_311676,388
5367,arc_pair_113086,398
5368,arc_pair_91514,363
5369,arc_pair_667905,302
5370,arc_pair_530022,287
5371,arc_pair_143362,278
5372,arc_pair_628017,294
5373,arc_pair_333357,294
5374,arc_pair_46960,423
5375,arc_pair_63269,559
5376,arc_pair_314863,526
5377,arc_pair_625761,378
5378,arc_pair_111956,443
5379,arc_pair_473236,408
5380,arc_pair_326912,487
5381,arc_pair_160546,323
5382,arc_pair_552259,487
5383,arc_pair_394466,466
5384,arc_pair_152067,502
5385,arc_pair_168526,393
5386,arc_pair_266994,384
5387,arc_pair_665485,317
5388,arc_pair_48093,452
5389,arc_pair_296739,289
5390,arc_pair_433428,493
5391,arc_pair_692544,376
5392,arc_pair_88221,384
5393,arc_pair_238697,314
5394,arc_pair_29979,393
5395,arc_pair_361430,389
5396,arc_pair_203894,359
5397,arc_pair_663551,651
5398,arc_pair_160815,364
5399,arc_pair_242032,706
5400,arc_pair_378304,609
5401,arc_pair_363118,465
5402,arc_pair_573912,392
5403,arc_pair_126263,725
5404,arc_pair_286386,335
5405,arc_pair_380833,554
5406,arc_pair_201145,378
5407,arc_pair_439160,363
5408,arc_pair_647848,557
5409,arc_pair_512152,292
5410,arc_pair_701449,270
5411,arc_pair_44726,283
5412,arc_pair_28407,962
5413,arc_pair_372420,384
5414,arc_pair_366033,325
5415,arc_pair_124177,410
5416,arc_pair_505414,289
5417,arc_pair_455492,872
5418,arc_pair_169858,1505
5419,arc_pair_109259,674
5420,arc_pair_704098,358
5421,arc_pair_425790,371
5422,arc_pair_134177,475
5423,arc_pair_560514,800
5424,arc_pair_734584,768
5425,arc_pair_328263,299
5426,arc_pair_327196,367
5427,arc_pair_346485,525
5428,arc_pair_352583,316
5429,arc_pair_139250,702
5430,arc_pair_457010,240
5431,arc_pair_546099,315
5432,arc_pair_468303,509
5433,arc_pair_480567,333
5434,arc_pair_29703,311
5435,arc_pair_649769,439
5436,arc_pair_306274,331
5437,arc_pair_379779,291
5438,arc_pair_13242,327
5439,arc_pair_55072,1933
5440,arc_pair_561610,312
5441,arc_pair_411670,278
5442,arc_pair_700464,562
5443,arc_pair_34131,325
5444,arc_pair_646865,611
5445,arc_pair_345616,676
5446,arc_pair_513485,651
5447,arc_pair_601814,333
5448,arc_pair_278524,408
5449,arc_pair_192282,483
5450,arc_pair_413163,457
5451,arc_pair_670280,321
5452,arc_pair_548253,968
5453,arc_pair_613254,591
5454,arc_pair_402772,514
5455,arc_pair_337657,434
5456,arc_pair_70042,362
5457,arc_pair_685686,461
5458,arc_pair_720206,317
5459,arc_pair_574296,421
5460,arc_pair_725454,360
5461,arc_pair_455703,330
5462,arc_pair_601793,376
5463,arc_pair_720343,408
5464,arc_pair_1195,537
5465,arc_pair_360333,387
5466,arc_pair_736297,366
5467,arc_pair_134659,414
5468,arc_pair_717460,433
5469,arc_pair_61346,559
5470,arc_pair_246163,342
5471,arc_pair_127425,254
5472,arc_pair_158128,424
5473,arc_pair_280655,547
5474,arc_pair_382859,473
5475,arc_pair_326553,311
5476,arc_pair_178064,376
5477,arc_pair_162890,1152
5478,arc_pair_55619,293
5479,arc_pair_477737,384
5480,arc_pair_22724,588
5481,arc_pair_229194,273
5482,arc_pair_17190,1086
5483,arc_pair_319640,1013
5484,arc_pair_543809,353
5485,arc_pair_274911,269
5486,arc_pair_34920,333
5487,arc_pair_206454,562
5488,arc_pair_301509,324
5489,arc_pair_334647,444
5490,arc_pair_668576,305
5491,arc_pair_325056,829
5492,arc_pair_131288,2193
5493,arc_pair_182144,278
5494,arc_pair_593091,831
5495,arc_pair_377675,446
5496,arc_pair_689099,471
5497,arc_pair_347739,409
5498,arc_pair_732407,718
5499,arc_pair_542598,577
5500,arc_pair_529469,324
5501,arc_pair_598798,510
5502,arc_pair_161029,330
5503,arc_pair_216141,641
5504,arc_pair_290439,500
5505,arc_pair_170792,540
5506,arc_pair_489341,353
5507,arc_pair_151535,375
5508,arc_pair_292054,443
5509,arc_pair_536266,383
5510,arc_pair_678960,332
5511,arc_pair_238910,336
5512,arc_pair_709612,439
5513,arc_pair_75169,318
5514,arc_pair_340910,294
5515,arc_pair_92397,388
